AirlineCode,AirlineID,SourceAirportCode,SourceAirportID,DestinationAirportCode,DestinationAirportID,CodeShare,Stops,Equipments
AL6,AL6,XMN,3383,SHA,3391,,0,320 737
AL6,AL6,XMN,3383,WUH,3376,,0,320 737
AL6,AL6,XMN,3383,WUX,6390,,0,321
AL6,AL6,XMN,3383,XIY,3379,,0,320
AL6,AL6,XNN,6366,CGO,3375,,0,320
AL6,AL6,XNN,6366,CKG,3393,,0,320
AL6,AL6,XNN,6366,CTU,3395,,0,320
AL6,AL6,XNN,6366,GOQ,6363,,0,319
AL6,AL6,XNN,6366,PEK,3364,,0,320
AL6,AL6,XNN,6366,PVG,3406,,0,319
AL6,AL6,XNN,6366,XIY,3379,,0,320 319
AL6,AL6,XNN,6366,YUS,7894,,0,319
AL6,AL6,XUZ,4149,SHA,3391,,0,320
AL6,AL6,XUZ,4149,TPE,2276,,0,320
AL6,AL6,YBP,4110,KMG,3382,,0,733
AL6,AL6,YBP,4110,PVG,3406,,0,319
AL6,AL6,YCU,6430,NKG,3388,,0,320
AL6,AL6,YCU,6430,PVG,3406,Y,0,738
AL6,AL6,YCU,6430,TYN,3369,,0,737
AL6,AL6,YCU,6430,WUH,3376,,0,320
AL6,AL6,YIH,6361,SHA,3391,Y,0,737
AL6,AL6,YNJ,6414,PVG,3406,,0,320
AL6,AL6,YNJ,6414,TAO,3390,,0,320
AL6,AL6,YNT,3392,HKG,3077,,0,320
AL6,AL6,YNT,3392,HRB,3400,,0,320
AL6,AL6,YNT,3392,ICN,3930,,0,320
AL6,AL6,YNT,3392,KIX,3992,,0,320
AL6,AL6,YNT,3392,PEK,3364,,0,320 321
AL6,AL6,YNT,3392,PVG,3406,,0,320
AL6,AL6,YNT,3392,SHA,3391,,0,320
AL6,AL6,YNZ,6393,CSX,3371,,0,733
AL6,AL6,YNZ,6393,HKG,3077,,0,320
AL6,AL6,YNZ,6393,SHA,3391,,0,320
AL6,AL6,YNZ,6393,TPE,2276,,0,320
AL6,AL6,YNZ,6393,XIY,3379,,0,320
AL6,AL6,YUS,7894,XNN,6366,,0,319
AL6,AL6,YVR,156,PVG,3406,,0,332
AL6,AL6,YZY,7987,XIY,3379,,0,320
AL6,AL6,ZAT,6378,CKG,3393,,0,733
AL6,AL6,ZAT,6378,KMG,3382,,0,737 733
AL6,AL6,ZHA,6357,NAY,6341,Y,0,737
AL6,AL6,ZHA,6357,PVG,3406,Y,0,737
AL6,AL6,ZQZ,10940,SJW,6347,,0,320
AL6,AL6,ZUH,6355,PVG,3406,,0,738
AL6,AL6,ZUH,6355,SHA,3391,,0,320 321
AL6,AL6,ZYI,9846,NKG,3388,,0,320
AL6,AL6,ZYI,9846,WUH,3376,,0,320
